miRBase cluster	Algorithm cluster
uc_hsa-mir-3919	uc_hsa-mir-3919
mir-H1	mir-H6
uc_bta-mir-7861	uc_bta-mir-7861
uc_dps-mir-2573	uc_dps-mir-2573
uc_osa-MIR2880	uc_osa-MIR2880
uc_hsa-mir-4707	uc_hsa-mir-4707
uc_gsa-let-7	uc_gsa-let-7
uc_bdi-MIR7751	uc_bdi-MIR7751
uc_mmu-mir-681	uc_mmu-mir-681
uc_gsa-mir-9395	uc_gsa-mir-9395
uc_oan-mir-1339	uc_oan-mir-1339
uc_bmo-mir-2845	uc_bmo-mir-2845
uc_mdo-mir-7337	uc_mdo-mir-7337
uc_cbn-mir-7626	uc_cbn-mir-7626
mir-9786	mir-9786-2
uc_ghr-MIR7514	mir-9413-2
uc_hsa-mir-4305	uc_hsa-mir-4305
uc_cre-MIR1149	uc_cre-MIR1149
uc_hsa-mir-4480	uc_hsa-mir-4480
uc_cin-mir-4036	uc_cin-mir-4036
uc_ppt-MIR897	MIR5292
uc_gar-MIR2947	uc_gar-MIR2947
uc_eca-mir-9087	uc_eca-mir-9087
uc_prd-mir-35b	uc_prd-mir-35b
uc_aly-MIR3443	uc_aly-MIR3443
uc_rno-mir-6332	uc_rno-mir-6332
uc_hcmv-mir-UL36	uc_hcmv-mir-UL36
uc_mdo-mir-7351	uc_mdo-mir-7351
uc_mmu-mir-7018	uc_mmu-mir-7018
uc_bma-mir-5853	uc_bma-mir-5853
uc_cin-mir-4011a	uc_cin-mir-4011a
uc_oan-mir-1370	uc_oan-mir-1370
uc_hsa-mir-6768	uc_hsa-mir-6768
uc_gga-mir-1727	uc_gga-mir-1727
uc_eca-mir-8995	uc_eca-mir-8995
uc_bta-mir-2376	uc_bta-mir-2376
uc_dps-mir-2554	uc_dps-mir-2554
uc_dsi-mir-2584	uc_dsi-mir-2584
uc_hbr-MIR6170	mir-3113
uc_gga-mir-1659	uc_gga-mir-1659
uc_mmu-mir-1929	uc_mmu-mir-1929
uc_bmo-mir-3269	uc_bmo-mir-3269
uc_sko-mir-4828b	uc_sko-mir-4828b
uc_mdv2-mir-M28	uc_mdv2-mir-M28
uc_pab-MIR3708	uc_pab-MIR3708
uc_ame-mir-6037	uc_ame-mir-6037
uc_ppc-mir-8343	mir-8286
mir-3718	mir-3718
uc_ssc-mir-9840	uc_ssc-mir-9840
uc_ame-mir-6042	uc_ame-mir-6042
uc_bta-mir-2418	uc_bta-mir-2418
uc_mmu-mir-7210	uc_mmu-mir-7210
uc_hsa-mir-4663	uc_hsa-mir-4663
uc_mmu-mir-6395	uc_mmu-mir-6395
uc_pxy-mir-8530	uc_pxy-mir-8530
uc_cin-mir-4148	uc_cin-mir-4148
mir-BART15	uc_ebv-mir-BART15
uc_prd-mir-7909	uc_prd-mir-7909
uc_esi-MIR3456	uc_esi-MIR3456
uc_cel-mir-1020	uc_cel-mir-1020
uc_efu-mir-9333	uc_efu-mir-9333
uc_bta-mir-2372	uc_bta-mir-2372
uc_eca-mir-8925	uc_eca-mir-8925
uc_hsa-mir-6829	uc_hsa-mir-6829
uc_hsv1-mir-H17	uc_hsv1-mir-H17
uc_hsa-mir-6792	uc_hsa-mir-6792
uc_bmo-mir-3311	uc_bmo-mir-3311
mir-6827	mir-6827
uc_bhv1-mir-B5	uc_bhv1-mir-B5
uc_bta-mir-2371	uc_bta-mir-2371
uc_hme-mir-6303	uc_hme-mir-6303
uc_rno-mir-6321	uc_rno-mir-6321
uc_mmu-mir-7074	uc_mmu-mir-7074
uc_osa-MIR5819	mir-6556
uc_efu-mir-9315	uc_efu-mir-9315
uc_bmo-mir-3415	uc_bmo-mir-3415
uc_ame-mir-3754	uc_ame-mir-3754
uc_cin-mir-5612	uc_cin-mir-5612
uc_gga-mir-3530	uc_gga-mir-3530
mir-667	mir-667
uc_odi-mir-1471	uc_odi-mir-1471
uc_gga-mir-1799	uc_gga-mir-1799
uc_bmo-mir-2737	uc_bmo-mir-2737
uc_eca-mir-8931	uc_eca-mir-8931
uc_hsa-mir-7975	mir-7975
uc_mmu-mir-3086	uc_mmu-mir-3086
uc_sko-mir-4825	uc_sko-mir-4825
uc_mdo-mir-7253	uc_mdo-mir-7253
mir-9318	mir-8196
mir-2010	mir-2010
uc_ame-mir-3777	uc_ame-mir-3777
uc_nve-mir-9421	uc_nve-mir-9421
uc_bmo-mir-2854	uc_bmo-mir-2854
uc_dre-mir-733	uc_dre-mir-733
uc_kshv-mir-K12-9	uc_kshv-mir-K12-9
uc_ppe-MIR8131	uc_ppe-MIR8131
mir-1451	mir-1451
mir-726	mir-726
uc_api-mir-3050	uc_api-mir-3050
uc_ame-mir-6057	uc_ame-mir-6057
uc_gga-mir-6544	uc_gga-mir-6544
uc_eca-mir-9021	uc_eca-mir-9021
uc_tca-mir-3896	uc_tca-mir-3896
uc_hsa-mir-4721	uc_hsa-mir-4721
uc_hsa-mir-4772	uc_hsa-mir-4772
uc_mmu-mir-7243	uc_mmu-mir-7243
uc_bmo-mir-3333	uc_bmo-mir-3333
uc_pma-mir-4576	uc_pma-mir-4576
uc_pta-MIR948	uc_pta-MIR948
uc_cgr-mir-1973	mir-1973
mir-2989	mir-2989-2
uc_mmu-mir-6919	uc_mmu-mir-6919
uc_gga-mir-1613	uc_gga-mir-1613
uc_hsa-mir-3185	uc_hsa-mir-3185
uc_mmu-mir-7055	uc_mmu-mir-7055
uc_osa-MIR5511	uc_osa-MIR5511
uc_bta-mir-2301	uc_bta-mir-2301
uc_sme-mir-61a	mir-61_2
uc_bma-mir-5866	uc_bma-mir-5866
uc_bdi-MIR7720	uc_bdi-MIR7720
MIR7125	MIR8001
uc_ppc-mir-8304b	uc_ppc-mir-8304b
uc_oan-mir-1343	uc_oan-mir-1343
uc_hsa-mir-3123	uc_hsa-mir-3123
uc_tgu-mir-7643	mir-181_2
uc_mdo-mir-7300	uc_mdo-mir-7300
uc_rno-mir-3566	uc_rno-mir-3566
uc_gga-mir-6560	uc_gga-mir-6560
uc_bdi-MIR9495	uc_bdi-MIR9495
uc_pma-mir-4601	uc_pma-mir-4601
uc_mmu-mir-6366	uc_mmu-mir-6366
uc_gga-mir-1584	mir-9210
uc_bta-mir-6528	uc_bta-mir-6528
uc_mmu-mir-697	uc_mmu-mir-697
uc_mdo-mir-7254	uc_mdo-mir-7254
uc_cin-mir-196	uc_cin-mir-196
MIR4243	MIR4243
uc_gga-mir-1705	uc_gga-mir-1705
uc_nve-mir-9444	uc_nve-mir-9444
uc_efu-mir-9269	uc_efu-mir-9269
uc_hsa-mir-4697	uc_hsa-mir-4697
uc_gma-MIR1513b	MIR1513
uc_aqu-mir-2019	uc_aqu-mir-2019
uc_bdi-MIR7759	mir-6085
uc_gga-mir-1690	uc_gga-mir-1690
uc_osa-MIR5486	uc_osa-MIR5486
uc_oan-mir-7435	mir-7473
uc_mtr-MIR5262	uc_mtr-MIR5262
uc_ppc-mir-8289	uc_ppc-mir-8289
uc_cin-mir-15	uc_cin-mir-15
uc_hco-mir-5952	uc_hco-mir-5952
uc_prd-mir-7920	uc_prd-mir-7920
uc_mmu-mir-6966	uc_mmu-mir-6966
uc_cin-mir-4183	uc_cin-mir-4183
uc_gma-MIR5768	uc_gma-MIR5768
uc_tae-MIR9670	uc_tae-MIR9670
uc_ame-mir-9867	uc_ame-mir-9867
uc_ppc-mir-8265	uc_ppc-mir-8265
uc_odi-mir-1501	uc_odi-mir-1501
uc_eca-mir-9082	uc_eca-mir-9082
uc_hma-mir-3010	uc_hma-mir-3010
uc_cre-MIR1163	uc_cre-MIR1163
uc_bta-mir-2454	uc_bta-mir-2454
uc_sma-mir-8413	uc_sma-mir-8413
MIR8670	MIR8670
uc_bta-mir-2448	uc_bta-mir-2448
uc_hsa-mir-5587	uc_hsa-mir-5587
MIR2619	MIR2619
uc_hsa-mir-7157	uc_hsa-mir-7157
uc_mdo-mir-7289	uc_mdo-mir-7289
uc_hsa-mir-4745	uc_hsa-mir-4745
mir-3059	mir-3059
uc_cfa-mir-8801	uc_cfa-mir-8801
uc_mtr-MIR5555	uc_mtr-MIR5555
uc_efu-mir-9322	mir-9344
uc_mmu-mir-6399	uc_mmu-mir-6399
mir-2335	mir-4853-2
uc_ath-MIR5632	uc_ath-MIR5632
mir-4650	mir-4650
uc_gga-mir-6594	uc_gga-mir-6594
uc_gga-mir-6551	uc_gga-mir-6551
uc_cin-mir-4051	uc_cin-mir-4051
mir-1257	mir-784
uc_tgu-mir-2984	uc_tgu-mir-2984
uc_ppt-MIR1073	uc_ppt-MIR1073
uc_bdi-MIR7755	uc_bdi-MIR7755
uc_cel-mir-2221	uc_cel-mir-2221
uc_gga-mir-7441	uc_gga-mir-7441
uc_gga-mir-4732	uc_gga-mir-4732
uc_ssc-mir-9801	uc_ssc-mir-9801
uc_sme-mir-2169	mir-3385
uc_tca-mir-3049	mir-3049
uc_osa-MIR5813	uc_osa-MIR5813
uc_aca-mir-5395	uc_aca-mir-5395
MIR1536	MIR3712
uc_mmu-mir-7665	uc_mmu-mir-7665
uc_gra-MIR8638	uc_gra-MIR8638
uc_ppc-mir-8334	uc_ppc-mir-8334
uc_gga-mir-1809	uc_gga-mir-1809
uc_ppc-mir-8363	uc_ppc-mir-8363
uc_bmo-mir-2999	uc_bmo-mir-2999
uc_ipu-mir-7560	uc_ipu-mir-7560
uc_gga-mir-1773	uc_gga-mir-1773
uc_mghv-mir-M1-11	uc_mghv-mir-M1-11
uc_hsa-mir-6871	uc_hsa-mir-6871
uc_hsa-mir-3651	uc_hsa-mir-3651
uc_mtr-MIR5746	uc_mtr-MIR5746
MIR833	MIR833
mir-358	uc_cbr-mir-358
uc_mmu-mir-5617	uc_mmu-mir-5617
uc_nve-mir-2036	uc_nve-mir-2036
uc_aca-mir-5436	uc_aca-mir-5436
uc_cte-mir-2687	uc_cte-mir-2687
uc_cel-mir-4921	uc_cel-mir-4921
MIR838	MIR838
uc_osa-MIR2095	uc_osa-MIR2095
uc_hsa-mir-4506	uc_hsa-mir-4506
uc_cel-mir-5545	uc_cel-mir-5545
uc_gga-mir-1564	uc_gga-mir-1564
uc_eca-mir-9092	uc_eca-mir-9092
uc_sko-mir-4844	uc_sko-mir-4844
uc_osa-MIR2927	uc_osa-MIR2927
uc_sja-mir-3488	uc_sja-mir-3488
uc_bta-mir-2888-2	uc_bta-mir-2888-2
uc_mmu-mir-6377	uc_mmu-mir-6377
uc_cin-mir-4177	uc_cin-mir-4177
uc_gga-mir-7437	uc_gga-mir-7437
MIR5595	MIR5995
uc_ame-mir-3761	uc_ame-mir-3761
uc_cfa-mir-8822	uc_cfa-mir-8822
uc_osa-MIR5836	uc_osa-MIR5836
uc_pxy-mir-8543	uc_pxy-mir-8543
uc_gga-mir-3540	uc_gga-mir-3540
uc_aca-mir-5465	uc_aca-mir-5465
uc_ppc-mir-8307	uc_ppc-mir-8307
uc_prd-mir-7930	uc_prd-mir-7930
uc_cin-mir-4032	uc_cin-mir-4032
uc_cin-mir-4211	uc_cin-mir-4211
uc_cte-mir-2714	uc_cte-mir-2714
uc_cbn-mir-7620b	uc_cbn-mir-7620b
MIR1863	mir-2956-2
uc_bmo-mir-3298	uc_bmo-mir-3298
uc_nve-mir-9463	MIR9471
uc_ppe-MIR6277	uc_ppe-MIR6277
uc_ppc-mir-8362	uc_ppc-mir-8362
uc_mmu-mir-7679	uc_mmu-mir-7679
uc_ppt-MIR1041	uc_ppt-MIR1041
MIR476	MIR476
uc_gga-mir-6578	uc_gga-mir-6578
uc_osa-MIR5524	uc_osa-MIR5524
uc_hsa-mir-4692	uc_hsa-mir-4692
uc_sme-mir-2163	uc_sme-mir-2163
uc_cpa-MIR8154	uc_cpa-MIR8154
uc_ssc-mir-4335	uc_ssc-mir-4335
mir-3804	mir-4659
uc_tgu-mir-2967	uc_tgu-mir-2967
uc_hsa-mir-4712	uc_hsa-mir-4712
uc_eca-mir-9166	uc_eca-mir-9166
uc_hco-mir-5910	uc_hco-mir-5910
uc_sme-let-7a	let-7_2
uc_ssc-mir-9820	uc_ssc-mir-9820
uc_mtr-MIR5562	MIR5562
uc_mml-mir-1241	uc_mml-mir-1241
uc_hsa-mir-6755	uc_hsa-mir-6755
mir-4922	mir-4922-2
uc_pma-mir-4631	uc_pma-mir-4631
uc_efu-mir-9361	uc_efu-mir-9361
uc_ddi-mir-7101	uc_ddi-mir-7101
uc_bma-mir-5859	uc_bma-mir-5859
uc_eca-mir-9059	uc_eca-mir-9059
uc_mmu-mir-687	mir-283_1
uc_hsa-mir-2277	uc_hsa-mir-2277
uc_pxy-mir-8532	mir-8532
uc_mmu-mir-6989	uc_mmu-mir-6989
mir-788	mir-2494
MIR7123	MIR7123
uc_zma-MIR482	uc_zma-MIR482
uc_dme-mir-9370	uc_dme-mir-9370
uc_ame-mir-3784	uc_ame-mir-3784
uc_mdo-mir-7316	uc_mdo-mir-7316
uc_tae-MIR9658	uc_tae-MIR9658
uc_ebv-mir-BHRF1-3	uc_ebv-mir-BHRF1-3
uc_bmo-mir-3391	uc_bmo-mir-3391
uc_hhi-mir-7796	uc_hhi-mir-7796
uc_hvt-mir-H11	uc_hvt-mir-H11
uc_mdv2-mir-M20	uc_mdv2-mir-M20
uc_pma-mir-4597	uc_pma-mir-4597
uc_mmu-mir-6339	uc_mmu-mir-6339
uc_cca-MIR6112	mir-277_2
uc_pma-mir-17b	uc_pma-mir-17b
uc_hsa-mir-8076	uc_hsa-mir-8076
uc_prd-mir-7872	uc_prd-mir-7872
uc_ppc-mir-8354	uc_ppc-mir-8354
uc_hsa-mir-6087	uc_hsa-mir-6087
uc_prd-mir-7890	uc_prd-mir-7890
uc_hsa-mir-4256	uc_hsa-mir-4256
uc_asu-mir-5347	uc_asu-mir-5347
uc_gga-mir-1776	uc_gga-mir-1776
uc_mmu-mir-7240	uc_mmu-mir-7240
uc_mmu-mir-7682	uc_mmu-mir-7682
uc_bfl-mir-4905	uc_bfl-mir-4905
uc_osa-MIR5810	uc_osa-MIR5810
uc_smo-MIR1099	uc_smo-MIR1099
uc_hsa-mir-3683	uc_hsa-mir-3683
uc_dvi-mir-9541	uc_dvi-mir-9541
uc_mmu-mir-6973a	uc_mmu-mir-6973a
uc_cfa-mir-8807	uc_cfa-mir-8807
uc_bmo-mir-3317	uc_bmo-mir-3317
uc_eca-mir-9134	uc_eca-mir-9134
uc_aca-mir-497	uc_aca-mir-497
uc_cin-mir-4120	uc_cin-mir-4120
uc_bmo-mir-3216	uc_bmo-mir-3216
uc_cin-mir-4103	uc_cin-mir-4103
uc_hco-mir-5975	uc_hco-mir-5975
mir-3955	mir-3955
uc_prd-mir-7954	uc_prd-mir-7954
uc_aca-mir-5423	uc_aca-mir-5423
uc_mmu-mir-1938	uc_mmu-mir-1938
uc_ppt-MIR1044	uc_ppt-MIR1044
uc_esi-MIR3462	mir-1748
mir-6579	mir-6579-2
uc_bhv1-mir-B10	uc_bhv1-mir-B10
uc_efu-mir-9240	mir-9240
uc_bta-mir-2325a	mir-1814_2
uc_ssc-mir-7137	uc_ssc-mir-7137
uc_mdo-mir-7281	uc_mdo-mir-7281
uc_hsa-mir-4470	uc_hsa-mir-4470
uc_bdi-MIR7728	uc_bdi-MIR7728
uc_sko-mir-2006	uc_sko-mir-2006
uc_bfl-mir-4870	uc_bfl-mir-4870
uc_cin-mir-4151	uc_cin-mir-4151
uc_dme-mir-4918	uc_dme-mir-4918
uc_hhi-mir-7795	uc_hhi-mir-7795
uc_hvu-MIR6195	uc_hvu-MIR6195
uc_hsa-mir-6719	uc_hsa-mir-6719
uc_dme-mir-4978	uc_dme-mir-4978
uc_sme-mir-1a	uc_sme-mir-1a
uc_hco-mir-5943	uc_hco-mir-5943
uc_prd-mir-7871	uc_prd-mir-7871
uc_hco-mir-5933	uc_hco-mir-5933
uc_ipu-mir-7574	uc_ipu-mir-7574
uc_str-mir-8398	uc_str-mir-8398
uc_mml-mir-7200	uc_mml-mir-7200
uc_ppe-MIR6276	uc_ppe-MIR6276
uc_gga-mir-6690	uc_gga-mir-6690
uc_ame-mir-6002	uc_ame-mir-6002
uc_mtr-MIR5756	uc_mtr-MIR5756
MIR5286	mir-5681
uc_eca-mir-9063	uc_eca-mir-9063
uc_ame-mir-6061	uc_ame-mir-6061
uc_ppt-MIR1057	uc_ppt-MIR1057
uc_hsa-mir-6839	uc_hsa-mir-6839
uc_hsa-mir-6767	uc_hsa-mir-6767
uc_nve-mir-2023	uc_nve-mir-2023
uc_mmu-mir-6964	uc_mmu-mir-6964
uc_bdi-MIR7760	MIR7760
uc_mmu-mir-6927	uc_mmu-mir-6927
uc_efu-mir-9368	uc_efu-mir-9368
uc_mmu-mir-6985	uc_mmu-mir-6985
uc_ath-MIR777	uc_ath-MIR777
uc_dme-mir-2500	uc_dme-mir-2500
mir-4856	mir-4677
uc_lja-MIR7529	uc_lja-MIR7529
uc_bmo-mir-2745	uc_bmo-mir-2745
uc_tca-mir-3835	uc_tca-mir-3835
uc_mml-mir-7169	uc_mml-mir-7169
uc_mmu-mir-8098	uc_mmu-mir-8098
uc_bmo-mir-3361	uc_bmo-mir-3361
uc_ame-mir-3725	uc_ame-mir-3725
MIR4354	MIR4389
uc_cte-mir-1991	mir-1991_2
uc_pxy-mir-8495	uc_pxy-mir-8495
uc_tca-mir-3874	uc_tca-mir-3874
uc_cfa-mir-8881	uc_cfa-mir-8881
uc_mmu-mir-6909	uc_mmu-mir-6909
uc_hsa-mir-5700	uc_hsa-mir-5700
uc_osa-MIR5518	uc_osa-MIR5518
uc_crm-mir-7605	uc_crm-mir-7605
uc_hsa-mir-4465	uc_hsa-mir-4465
uc_esi-MIR8623b	uc_esi-MIR8623b
uc_cel-mir-5594	uc_cel-mir-5594
uc_sme-mir-2150	uc_sme-mir-2150
uc_pma-mir-4553	uc_pma-mir-4553
uc_gga-mir-7478	uc_gga-mir-7478
uc_dps-mir-2565	mir-2565
mir-3596	MIR2112
mir-8986	mir-8986
mir-3661	mir-3661
MIR5774	MIR5774
uc_rno-mir-6328	uc_rno-mir-6328
uc_bmo-mir-2733c	mir-2733_2
uc_gga-mir-1607	uc_gga-mir-1607
uc_hsa-mir-6825	mir-8809
uc_osa-MIR1320	MIR1866
uc_dme-mir-4908	uc_dme-mir-4908
uc_ppc-mir-8301	uc_ppc-mir-8301
uc_bta-mir-2444	uc_bta-mir-2444
uc_cin-mir-4098	uc_cin-mir-4098
uc_bfl-mir-2075	uc_bfl-mir-2075
uc_gga-mir-1647	uc_gga-mir-1647
uc_hsa-mir-3658	uc_hsa-mir-3658
uc_ssc-mir-9799	mir-9799
uc_cel-mir-2210	uc_cel-mir-2210
uc_hsa-mir-3153	uc_hsa-mir-3153
mir-2242	mir-2242-2
uc_hsa-mir-5002	uc_hsa-mir-5002
uc_bra-MIR5717	uc_bra-MIR5717
uc_gga-mir-1643	uc_gga-mir-1643
uc_ame-mir-3763	uc_ame-mir-3763
uc_dme-mir-4977	uc_dme-mir-4977
uc_bmo-mir-3287	mir-3287
uc_gga-mir-6697	uc_gga-mir-6697
uc_mdo-mir-7321	uc_mdo-mir-7321
uc_sma-mir-8466	uc_sma-mir-8466
MIR6426	MIR6146
uc_ssc-mir-9829	uc_ssc-mir-9829
uc_eca-mir-7035	uc_eca-mir-7035
uc_tgu-mir-2977	uc_tgu-mir-2977
uc_ptc-MIR6471	uc_ptc-MIR6471
uc_bmo-mir-3360	uc_bmo-mir-3360
uc_mmu-mir-7237	uc_mmu-mir-7237
uc_smo-MIR1098	uc_smo-MIR1098
uc_tca-mir-6010	uc_tca-mir-6010
uc_hsa-mir-4490	uc_hsa-mir-4490
uc_mmu-mir-7034	uc_mmu-mir-7034
uc_tae-MIR9777	uc_tae-MIR9777
uc_gga-mir-1702	uc_gga-mir-1702
uc_mmu-mir-7221	uc_mmu-mir-7221
uc_hsa-mir-5680	uc_hsa-mir-5680
uc_oan-mir-7403	uc_oan-mir-7403
mir-6790	mir-6790
uc_asu-mir-36f	mir-36_2
uc_cel-mir-4806	uc_cel-mir-4806
uc_bta-mir-2440	uc_bta-mir-2440
uc_hbr-MIR6166	uc_hbr-MIR6166
uc_hbr-MIR6485	uc_hbr-MIR6485
uc_bmo-mir-3211	uc_bmo-mir-3211
uc_hsa-mir-7855	uc_hsa-mir-7855
mir-8069	mir-8069-2
uc_bmo-mir-3425	uc_bmo-mir-3425
uc_dps-mir-2529	uc_dps-mir-2529
uc_osa-MIR5500	uc_osa-MIR5500
uc_ppc-mir-8245a	uc_ppc-mir-8245a
uc_mdo-mir-7378	uc_mdo-mir-7378
uc_mmu-mir-3091	uc_mmu-mir-3091
uc_hsa-mir-4728	mir-8843
mir-738	mir-738
uc_tca-mir-3848	uc_tca-mir-3848
uc_ppc-mir-8280	uc_ppc-mir-8280
uc_mml-mir-7173	uc_mml-mir-7173
uc_hsa-mir-4438	uc_hsa-mir-4438
uc_sko-mir-4827a	mir-644
mir-5615	mir-5615-2
uc_osa-MIR435	uc_osa-MIR435
uc_cbr-mir-7592	uc_cbr-mir-7592
uc_pma-mir-4572	uc_pma-mir-4572
mir-BART7	mir-rL1-13
uc_eca-mir-9172	uc_eca-mir-9172
uc_odi-mir-1487	uc_odi-mir-1487
uc_gga-mir-6627	uc_gga-mir-6627
uc_mmu-mir-7671	uc_mmu-mir-7671
uc_bta-mir-7862	uc_bta-mir-7862
uc_mmu-mir-6387	uc_mmu-mir-6387
uc_atr-MIR8579	uc_atr-MIR8579
mir-5729	mir-5729
uc_gma-MIR9731	uc_gma-MIR9731
uc_prd-mir-7904	uc_prd-mir-7904
uc_osa-MIR5535	MIR5663
uc_tca-mir-3902	uc_tca-mir-3902
uc_dme-mir-9381	uc_dme-mir-9381
uc_ahy-MIR3518	uc_ahy-MIR3518
uc_mmu-mir-6368	uc_mmu-mir-6368
uc_cin-mir-4089	uc_cin-mir-4089
uc_hco-mir-7	uc_hco-mir-7
uc_rrv-miR-rR1-3	uc_rrv-miR-rR1-3
uc_cte-mir-1987	uc_cte-mir-1987
uc_hhi-mir-7790	mir-7790
uc_gga-mir-1666	uc_gga-mir-1666
uc_sja-mir-3484	uc_sja-mir-3484
uc_gga-mir-1589	uc_gga-mir-1589
uc_mmu-mir-7019	mir-7113
uc_efu-mir-9360	uc_efu-mir-9360
uc_mmu-mir-7067	uc_mmu-mir-7067
uc_bmo-mir-2764	uc_bmo-mir-2764
uc_mmu-mir-3097	uc_mmu-mir-3097
uc_gga-mir-7463	uc_gga-mir-7463
mir-1972	mir-3199-2
uc_gma-MIR5783	uc_gma-MIR5783
uc_gga-mir-6624	uc_gga-mir-6624
uc_mdo-mir-7292	uc_mdo-mir-7292
uc_gsa-mir-9404	uc_gsa-mir-9404
uc_eca-mir-9037	uc_eca-mir-9037
uc_gga-mir-1593	uc_gga-mir-1593
uc_pti-MIR5481	uc_pti-MIR5481
uc_str-mir-7880f	uc_str-mir-7880f
uc_bmo-mir-3405	uc_bmo-mir-3405
uc_mmu-mir-1928	mir-1957
uc_nve-mir-9445-2	mir-9445-2
uc_gga-mir-1706	uc_gga-mir-1706
uc_pmi-mir-22	mir-22_2
uc_rlcv-mir-rL1-22	uc_rlcv-mir-rL1-22
uc_hsa-mir-6774	uc_hsa-mir-6774
uc_stu-MIR8004	uc_stu-MIR8004
uc_hsa-mir-4290	uc_hsa-mir-4290
uc_mdv1-mir-M5	uc_mdv1-mir-M5
mir-1825	mir-1825
uc_cca-MIR6113	uc_cca-MIR6113
uc_gra-MIR8686	uc_gra-MIR8686
mir-635	mir-635
uc_tca-mir-3859	uc_tca-mir-3859
uc_hsa-mir-3181	uc_hsa-mir-3181
uc_hsa-mir-4670	uc_hsa-mir-4670
uc_tgu-mir-2992	uc_tgu-mir-2992
mir-1206	mir-1206
uc_tae-MIR1124	uc_tae-MIR1124
uc_gga-mir-1637	uc_gga-mir-1637
uc_isc-mir-5314	uc_isc-mir-5314
uc_ame-mir-3795	uc_ame-mir-3795
uc_gga-mir-1806	uc_gga-mir-1806
uc_hsa-mir-4425	uc_hsa-mir-4425
uc_hco-mir-5930	uc_hco-mir-5930
uc_pma-mir-4592	uc_pma-mir-4592
uc_mmu-mir-7666	uc_mmu-mir-7666
uc_pma-mir-4613	uc_pma-mir-4613
uc_ppc-mir-8227	uc_ppc-mir-8227
uc_bmo-mir-3365	uc_bmo-mir-3365
mir-4421	mir-3122
uc_mtr-MIR2634	uc_mtr-MIR2634
MIR3444	MIR3444
uc_prd-mir-7960	uc_prd-mir-7960
uc_tca-mir-6016	uc_tca-mir-6016
uc_gga-mir-3536	uc_gga-mir-3536
uc_dme-mir-4969	uc_dme-mir-4969
uc_cel-mir-8188	mir-8188
uc_dps-mir-2546	uc_dps-mir-2546
uc_aca-mir-5420	uc_aca-mir-5420
uc_efu-mir-9276	uc_efu-mir-9276
MIR169_8	MIR5304
mir-4818	mir-4007
uc_hme-mir-6312	uc_hme-mir-6312
uc_dme-mir-4915	uc_dme-mir-4915
uc_tca-mir-3855	uc_tca-mir-3855
uc_hsa-mir-4322	uc_hsa-mir-4322
uc_lja-MIR7521	uc_lja-MIR7521
uc_hsa-mir-6083	uc_hsa-mir-6083
uc_cre-MIR908	uc_cre-MIR908
uc_blv-mir-B4	mir-B4
uc_cin-mir-4194	uc_cin-mir-4194
uc_cin-mir-4136	uc_cin-mir-4136
uc_cbr-mir-2231	mir-2231
uc_mmu-mir-5135	uc_mmu-mir-5135
mir-BART5	uc_rlcv-mir-rL1-7
uc_mml-mir-1230	uc_mml-mir-1230
uc_oan-mir-1362	uc_oan-mir-1362
uc_ppt-MIR1054	uc_ppt-MIR1054
uc_ccr-mir-7133	uc_ccr-mir-7133
uc_hsa-mir-4540	uc_hsa-mir-4540
uc_bta-mir-2396	uc_bta-mir-2396
uc_ppt-MIR1214	uc_ppt-MIR1214
mir-428	mir-428
uc_mmu-mir-691	uc_mmu-mir-691
uc_smo-MIR1102	uc_smo-MIR1102
uc_mmu-mir-7029	uc_mmu-mir-7029
uc_esi-MIR3459	uc_esi-MIR3459
uc_ppc-mir-2245	uc_ppc-mir-2245
uc_cbn-mir-7627	uc_cbn-mir-7627
uc_oan-mir-1391	uc_oan-mir-1391
uc_ppt-MIR1061	uc_ppt-MIR1061
uc_str-mir-8375	uc_str-mir-8375
uc_bma-mir-5845	uc_bma-mir-5845
uc_mtr-MIR5245	uc_mtr-MIR5245
uc_cel-mir-1821	uc_cel-mir-1821
uc_bta-mir-2462	uc_bta-mir-2462
uc_bmo-mir-2835	uc_bmo-mir-2835
uc_hsa-mir-7161	uc_hsa-mir-7161
uc_eca-mir-9160	uc_eca-mir-9160
uc_hsa-mir-4757	uc_hsa-mir-4757
uc_mmu-mir-7036b	uc_mmu-mir-7036b
uc_efu-mir-9265	uc_efu-mir-9265
uc_hco-mir-5948	uc_hco-mir-5948
uc_cfa-mir-8862	uc_cfa-mir-8862
mir-8071	mir-8071-2
uc_hco-mir-5920	uc_hco-mir-5920
mir-4654	mir-4654
uc_cin-mir-4085	uc_cin-mir-4085
uc_smo-MIR1097	mir-796
uc_bta-mir-2409	uc_bta-mir-2409
uc_mmu-mir-6980	uc_mmu-mir-6980
uc_iltv-mir-I5	uc_iltv-mir-I5
uc_sma-mir-8446	uc_sma-mir-8446
uc_mmu-mir-7650	uc_mmu-mir-7650
uc_odi-let-7b	uc_odi-let-7b
uc_prd-mir-39	uc_prd-mir-39
uc_cel-mir-4814	uc_cel-mir-4814
uc_ath-MIR5661	uc_ath-MIR5661
uc_gga-mir-6708	uc_gga-mir-6708
uc_hsa-mir-6748	uc_hsa-mir-6748
MIR4228	MIR4228
uc_esi-MIR8627	uc_esi-MIR8627
uc_dme-mir-2497	uc_dme-mir-2497
uc_hsa-mir-6763	uc_hsa-mir-6763
